Time [s],WAKE,TX,RX,FAULT
2021-04-24T07:47:35.762087872+00:00,1,1,0,1
2021-04-24T07:47:35.762087890+00:00,1,1,1,1
2021-04-24T07:47:35.762087896+00:00,1,1,0,1
2021-04-24T07:47:35.762123806+00:00,1,1,1,1
2021-04-24T07:47:35.762123816+00:00,1,1,0,1
2021-04-24T07:47:35.762123828+00:00,1,1,1,1
2021-04-24T07:47:35.762127796+00:00,1,1,0,1
2021-04-24T07:47:35.762127814+00:00,1,1,1,1
2021-04-24T07:47:35.762127820+00:00,1,1,0,1
2021-04-24T07:47:35.762135782+00:00,1,1,1,1
2021-04-24T07:47:35.762135796+00:00,1,1,0,1
2021-04-24T07:47:35.762135804+00:00,1,1,1,1
2021-04-24T07:47:35.762143768+00:00,1,1,0,1
2021-04-24T07:47:35.762143782+00:00,1,1,1,1
2021-04-24T07:47:35.762143792+00:00,1,1,0,1
2021-04-24T07:47:35.762147760+00:00,1,1,1,1
2021-04-24T07:47:35.762151752+00:00,1,1,0,1
2021-04-24T07:47:35.762151768+00:00,1,1,1,1
2021-04-24T07:47:35.762151776+00:00,1,1,0,1
2021-04-24T07:47:35.762155744+00:00,1,1,1,1
2021-04-24T07:47:35.762159738+00:00,1,1,0,1
2021-04-24T07:47:35.762159752+00:00,1,1,1,1
2021-04-24T07:47:35.762159760+00:00,1,1,0,1
2021-04-24T07:47:35.762163730+00:00,1,1,1,1
2021-04-24T07:47:35.762167722+00:00,1,1,0,1
2021-04-24T07:47:35.762167736+00:00,1,1,1,1
2021-04-24T07:47:35.762167746+00:00,1,1,0,1
2021-04-24T07:47:35.762171714+00:00,1,1,1,1
2021-04-24T07:47:35.762175708+00:00,1,1,0,1
2021-04-24T07:47:35.762175722+00:00,1,1,1,1
2021-04-24T07:47:35.762175730+00:00,1,1,0,1
2021-04-24T07:47:35.762203656+00:00,1,1,1,1
2021-04-24T07:47:35.762203668+00:00,1,1,0,1
2021-04-24T07:47:35.762203678+00:00,1,1,1,1
2021-04-24T07:47:35.762207646+00:00,1,1,0,1
2021-04-24T07:47:35.762207664+00:00,1,1,1,1
2021-04-24T07:47:35.762207670+00:00,1,1,0,1
2021-04-24T07:47:35.762211640+00:00,1,1,1,1
2021-04-24T07:47:35.762211656+00:00,1,1,0,1
2021-04-24T07:47:35.762211662+00:00,1,1,1,1
2021-04-24T07:47:35.762219626+00:00,1,1,0,1
2021-04-24T07:47:35.762219640+00:00,1,1,1,1
2021-04-24T07:47:35.762219648+00:00,1,1,0,1
2021-04-24T07:47:35.762231604+00:00,1,1,1,1
2021-04-24T07:47:35.762231618+00:00,1,1,0,1
2021-04-24T07:47:35.762231626+00:00,1,1,1,1
2021-04-24T07:47:35.762235596+00:00,1,1,0,1
2021-04-24T07:47:35.762235612+00:00,1,1,1,1
2021-04-24T07:47:35.762235618+00:00,1,1,0,1
2021-04-24T07:47:35.762243580+00:00,1,1,1,1
2021-04-24T07:47:35.762243596+00:00,1,1,0,1
2021-04-24T07:47:35.762243604+00:00,1,1,1,1
2021-04-24T07:47:35.762247574+00:00,1,1,0,1
2021-04-24T07:47:35.762247590+00:00,1,1,1,1
2021-04-24T07:47:35.762247596+00:00,1,1,0,1
2021-04-24T07:47:35.762251566+00:00,1,1,1,1
2021-04-24T07:47:35.762275524+00:00,1,1,0,1
2021-04-24T07:47:35.762275536+00:00,1,1,1,1
2021-04-24T07:47:35.762275548+00:00,1,1,0,1
2021-04-24T07:47:35.762279514+00:00,1,1,1,1
2021-04-24T07:47:35.762291556+00:00,1,0,1,1
2021-04-24T07:47:35.762295530+00:00,1,1,1,1
2021-04-24T07:47:35.762295534+00:00,1,0,1,1
2021-04-24T07:47:35.762295548+00:00,1,1,1,1
2021-04-24T07:47:35.762299550+00:00,1,0,1,1
2021-04-24T07:47:35.762327500+00:00,1,1,1,1
2021-04-24T07:47:35.762327502+00:00,1,0,1,1
2021-04-24T07:47:35.762327520+00:00,1,1,1,1
2021-04-24T07:47:35.762333268+00:00,1,0,1,1
2021-04-24T07:47:35.762369234+00:00,1,1,1,1
2021-04-24T07:47:35.762375230+00:00,1,0,1,1
2021-04-24T07:47:35.762411196+00:00,1,1,1,1
2021-04-24T07:47:35.762416942+00:00,1,0,1,1
2021-04-24T07:47:35.762420916+00:00,1,1,1,1
2021-04-24T07:47:35.762420920+00:00,1,0,1,1
2021-04-24T07:47:35.762420936+00:00,1,1,1,1
2021-04-24T07:47:35.762424936+00:00,1,0,1,1
2021-04-24T07:47:35.762436904+00:00,1,1,1,1
2021-04-24T07:47:35.762436908+00:00,1,0,1,1
2021-04-24T07:47:35.762436924+00:00,1,1,1,1
2021-04-24T07:47:35.762440922+00:00,1,0,1,1
2021-04-24T07:47:35.762444898+00:00,1,1,1,1
2021-04-24T07:47:35.762444900+00:00,1,0,1,1
2021-04-24T07:47:35.762444918+00:00,1,1,1,1
2021-04-24T07:47:35.762448916+00:00,1,0,1,1
2021-04-24T07:47:35.762452890+00:00,1,1,1,1
2021-04-24T07:47:35.762452894+00:00,1,0,1,1
2021-04-24T07:47:35.762452910+00:00,1,1,1,1
2021-04-24T07:47:35.762458906+00:00,1,0,1,1
2021-04-24T07:47:35.762486882+00:00,1,1,1,1
2021-04-24T07:47:35.778334882+00:00,1,1,0,1
2021-04-24T07:47:35.778334892+00:00,1,1,1,1
2021-04-24T07:47:35.778334906+00:00,1,1,0,1
2021-04-24T07:47:35.778338880+00:00,1,1,1,1
2021-04-24T07:47:35.778342882+00:00,1,1,0,1
2021-04-24T07:47:35.778342896+00:00,1,1,1,1
2021-04-24T07:47:35.778342906+00:00,1,1,0,1
2021-04-24T07:47:35.778350884+00:00,1,1,1,1
2021-04-24T07:47:35.778354884+00:00,1,1,0,1
2021-04-24T07:47:35.778354900+00:00,1,1,1,1
2021-04-24T07:47:35.778354908+00:00,1,1,0,1
2021-04-24T07:47:35.778366888+00:00,1,1,1,1
2021-04-24T07:47:35.778366902+00:00,1,1,0,1
2021-04-24T07:47:35.778366910+00:00,1,1,1,1
2021-04-24T07:47:35.778374892+00:00,1,1,0,1
2021-04-24T07:47:35.778374906+00:00,1,1,1,1
2021-04-24T07:47:35.778374914+00:00,1,1,0,1
2021-04-24T07:47:35.778410904+00:00,1,1,1,1
2021-04-24T07:47:35.778410914+00:00,1,1,0,1
2021-04-24T07:47:35.778410926+00:00,1,1,1,1
2021-04-24T07:47:35.778414902+00:00,1,1,0,1
2021-04-24T07:47:35.778414920+00:00,1,1,1,1
2021-04-24T07:47:35.778414926+00:00,1,1,0,1
2021-04-24T07:47:35.778450918+00:00,1,1,1,1
2021-04-24T07:47:35.778450928+00:00,1,1,0,1
2021-04-24T07:47:35.778450940+00:00,1,1,1,1
2021-04-24T07:47:35.778454918+00:00,1,1,0,1
2021-04-24T07:47:35.778454936+00:00,1,1,1,1
2021-04-24T07:47:35.778454940+00:00,1,1,0,1
2021-04-24T07:47:35.778466926+00:00,1,1,1,1
2021-04-24T07:47:35.778466938+00:00,1,1,0,1
2021-04-24T07:47:35.778466948+00:00,1,1,1,1
2021-04-24T07:47:35.778470926+00:00,1,1,0,1
2021-04-24T07:47:35.778470942+00:00,1,1,1,1
2021-04-24T07:47:35.778470948+00:00,1,1,0,1
2021-04-24T07:47:35.778474928+00:00,1,1,1,1
2021-04-24T07:47:35.778474944+00:00,1,1,0,1
2021-04-24T07:47:35.778474950+00:00,1,1,1,1
2021-04-24T07:47:35.778478930+00:00,1,1,0,1
2021-04-24T07:47:35.778478944+00:00,1,1,1,1
2021-04-24T07:47:35.778478952+00:00,1,1,0,1
2021-04-24T07:47:35.778482930+00:00,1,1,1,1
2021-04-24T07:47:35.778486932+00:00,1,1,0,1
2021-04-24T07:47:35.778486948+00:00,1,1,1,1
2021-04-24T07:47:35.778486956+00:00,1,1,0,1
2021-04-24T07:47:35.778490934+00:00,1,1,1,1
2021-04-24T07:47:35.778494936+00:00,1,1,0,1
2021-04-24T07:47:35.778494950+00:00,1,1,1,1
2021-04-24T07:47:35.778494960+00:00,1,1,0,1
2021-04-24T07:47:35.778498936+00:00,1,1,1,1
2021-04-24T07:47:35.778502938+00:00,1,1,0,1
2021-04-24T07:47:35.778502954+00:00,1,1,1,1
2021-04-24T07:47:35.778502962+00:00,1,1,0,1
2021-04-24T07:47:35.778530950+00:00,1,1,1,1
2021-04-24T07:47:35.778530962+00:00,1,1,0,1
2021-04-24T07:47:35.778530972+00:00,1,1,1,1
2021-04-24T07:47:35.778534948+00:00,1,1,0,1
2021-04-24T07:47:35.778534964+00:00,1,1,1,1
2021-04-24T07:47:35.778534970+00:00,1,1,0,1
2021-04-24T07:47:35.778542942+00:00,1,1,1,1
2021-04-24T07:47:35.778542956+00:00,1,1,0,1
2021-04-24T07:47:35.778542964+00:00,1,1,1,1
2021-04-24T07:47:35.778546938+00:00,1,1,0,1
2021-04-24T07:47:35.778546954+00:00,1,1,1,1
2021-04-24T07:47:35.778546960+00:00,1,1,0,1
2021-04-24T07:47:35.778558928+00:00,1,1,1,1
2021-04-24T07:47:35.778558942+00:00,1,1,0,1
2021-04-24T07:47:35.778558952+00:00,1,1,1,1
2021-04-24T07:47:35.778562924+00:00,1,1,0,1
2021-04-24T07:47:35.778562940+00:00,1,1,1,1
2021-04-24T07:47:35.778562946+00:00,1,1,0,1
2021-04-24T07:47:35.778570918+00:00,1,1,1,1
2021-04-24T07:47:35.778570932+00:00,1,1,0,1
2021-04-24T07:47:35.778570940+00:00,1,1,1,1
2021-04-24T07:47:35.778574914+00:00,1,1,0,1
2021-04-24T07:47:35.778574930+00:00,1,1,1,1
2021-04-24T07:47:35.778574938+00:00,1,1,0,1
2021-04-24T07:47:35.778578910+00:00,1,1,1,1
2021-04-24T07:47:35.778578928+00:00,1,1,0,1
2021-04-24T07:47:35.778578932+00:00,1,1,1,1
2021-04-24T07:47:35.778598896+00:00,1,1,0,1
2021-04-24T07:47:35.778598906+00:00,1,1,1,1
2021-04-24T07:47:35.778598920+00:00,1,1,0,1
2021-04-24T07:47:35.778602888+00:00,1,1,1,1
2021-04-24T07:47:35.778618874+00:00,1,0,1,1
2021-04-24T07:47:35.778622848+00:00,1,1,1,1
2021-04-24T07:47:35.778622852+00:00,1,0,1,1
2021-04-24T07:47:35.778622866+00:00,1,1,1,1
2021-04-24T07:47:35.778626868+00:00,1,0,1,1
2021-04-24T07:47:35.778654822+00:00,1,1,1,1
2021-04-24T07:47:35.778654824+00:00,1,0,1,1
2021-04-24T07:47:35.778654842+00:00,1,1,1,1
2021-04-24T07:47:35.778660588+00:00,1,0,1,1
2021-04-24T07:47:35.778696556+00:00,1,1,1,1
2021-04-24T07:47:35.778702552+00:00,1,0,1,1
2021-04-24T07:47:35.778738522+00:00,1,1,1,1
2021-04-24T07:47:35.778744268+00:00,1,0,1,1
2021-04-24T07:47:35.778748242+00:00,1,1,1,1
2021-04-24T07:47:35.778748246+00:00,1,0,1,1
2021-04-24T07:47:35.778748262+00:00,1,1,1,1
2021-04-24T07:47:35.778752262+00:00,1,0,1,1
2021-04-24T07:47:35.778764228+00:00,1,1,1,1
2021-04-24T07:47:35.778764232+00:00,1,0,1,1
2021-04-24T07:47:35.778764248+00:00,1,1,1,1
2021-04-24T07:47:35.778768248+00:00,1,0,1,1
2021-04-24T07:47:35.778772222+00:00,1,1,1,1
2021-04-24T07:47:35.778772226+00:00,1,0,1,1
2021-04-24T07:47:35.778772242+00:00,1,1,1,1
2021-04-24T07:47:35.778776242+00:00,1,0,1,1
2021-04-24T07:47:35.778780216+00:00,1,1,1,1
2021-04-24T07:47:35.778780220+00:00,1,0,1,1
2021-04-24T07:47:35.778780236+00:00,1,1,1,1
2021-04-24T07:47:35.778786234+00:00,1,0,1,1
2021-04-24T07:47:35.778814208+00:00,1,1,1,1
2021-04-24T07:47:35.794107898+00:00,1,1,0,1
2021-04-24T07:47:35.794107908+00:00,1,1,1,1
2021-04-24T07:47:35.794107922+00:00,1,1,0,1
2021-04-24T07:47:35.794111890+00:00,1,1,1,1
2021-04-24T07:47:35.794115888+00:00,1,1,0,1
2021-04-24T07:47:35.794115900+00:00,1,1,1,1
2021-04-24T07:47:35.794115910+00:00,1,1,0,1
2021-04-24T07:47:35.794123878+00:00,1,1,1,1
2021-04-24T07:47:35.794127872+00:00,1,1,0,1
2021-04-24T07:47:35.794127888+00:00,1,1,1,1
2021-04-24T07:47:35.794127896+00:00,1,1,0,1
2021-04-24T07:47:35.794139858+00:00,1,1,1,1
2021-04-24T07:47:35.794139872+00:00,1,1,0,1
2021-04-24T07:47:35.794139880+00:00,1,1,1,1
2021-04-24T07:47:35.794147850+00:00,1,1,0,1
2021-04-24T07:47:35.794147864+00:00,1,1,1,1
2021-04-24T07:47:35.794147872+00:00,1,1,0,1
2021-04-24T07:47:35.794183808+00:00,1,1,1,1
2021-04-24T07:47:35.794183820+00:00,1,1,0,1
2021-04-24T07:47:35.794183832+00:00,1,1,1,1
2021-04-24T07:47:35.794187802+00:00,1,1,0,1
2021-04-24T07:47:35.794187820+00:00,1,1,1,1
2021-04-24T07:47:35.794187826+00:00,1,1,0,1
2021-04-24T07:47:35.794223762+00:00,1,1,1,1
2021-04-24T07:47:35.794223774+00:00,1,1,0,1
2021-04-24T07:47:35.794223786+00:00,1,1,1,1
2021-04-24T07:47:35.794227756+00:00,1,1,0,1
2021-04-24T07:47:35.794227774+00:00,1,1,1,1
2021-04-24T07:47:35.794227778+00:00,1,1,0,1
2021-04-24T07:47:35.794243738+00:00,1,1,1,1
2021-04-24T07:47:35.794243750+00:00,1,1,0,1
2021-04-24T07:47:35.794243760+00:00,1,1,1,1
2021-04-24T07:47:35.794251728+00:00,1,1,0,1
2021-04-24T07:47:35.794251742+00:00,1,1,1,1
2021-04-24T07:47:35.794251752+00:00,1,1,0,1
2021-04-24T07:47:35.794255722+00:00,1,1,1,1
2021-04-24T07:47:35.794259718+00:00,1,1,0,1
2021-04-24T07:47:35.794259734+00:00,1,1,1,1
2021-04-24T07:47:35.794259742+00:00,1,1,0,1
2021-04-24T07:47:35.794263712+00:00,1,1,1,1
2021-04-24T07:47:35.794267708+00:00,1,1,0,1
2021-04-24T07:47:35.794267724+00:00,1,1,1,1
2021-04-24T07:47:35.794267732+00:00,1,1,0,1
2021-04-24T07:47:35.794271704+00:00,1,1,1,1
2021-04-24T07:47:35.794275700+00:00,1,1,0,1
2021-04-24T07:47:35.794275714+00:00,1,1,1,1
2021-04-24T07:47:35.794275722+00:00,1,1,0,1
2021-04-24T07:47:35.794303666+00:00,1,1,1,1
2021-04-24T07:47:35.794303678+00:00,1,1,0,1
2021-04-24T07:47:35.794303688+00:00,1,1,1,1
2021-04-24T07:47:35.794307660+00:00,1,1,0,1
2021-04-24T07:47:35.794307676+00:00,1,1,1,1
2021-04-24T07:47:35.794307682+00:00,1,1,0,1
2021-04-24T07:47:35.794311654+00:00,1,1,1,1
2021-04-24T07:47:35.794311670+00:00,1,1,0,1
2021-04-24T07:47:35.794311678+00:00,1,1,1,1
2021-04-24T07:47:35.794323640+00:00,1,1,0,1
2021-04-24T07:47:35.794323654+00:00,1,1,1,1
2021-04-24T07:47:35.794323664+00:00,1,1,0,1
2021-04-24T07:47:35.794331630+00:00,1,1,1,1
2021-04-24T07:47:35.794335626+00:00,1,1,0,1
2021-04-24T07:47:35.794335642+00:00,1,1,1,1
2021-04-24T07:47:35.794335650+00:00,1,1,0,1
2021-04-24T07:47:35.794343616+00:00,1,1,1,1
2021-04-24T07:47:35.794343632+00:00,1,1,0,1
2021-04-24T07:47:35.794343640+00:00,1,1,1,1
2021-04-24T07:47:35.794347612+00:00,1,1,0,1
2021-04-24T07:47:35.794347628+00:00,1,1,1,1
2021-04-24T07:47:35.794347634+00:00,1,1,0,1
2021-04-24T07:47:35.794351606+00:00,1,1,1,1
2021-04-24T07:47:35.794371558+00:00,1,1,0,1
2021-04-24T07:47:35.794371568+00:00,1,1,1,1
2021-04-24T07:47:35.794371580+00:00,1,1,0,1
2021-04-24T07:47:35.794375544+00:00,1,1,1,1
2021-04-24T07:47:35.794391580+00:00,1,0,1,1
2021-04-24T07:47:35.794395552+00:00,1,1,1,1
2021-04-24T07:47:35.794395556+00:00,1,0,1,1
2021-04-24T07:47:35.794395572+00:00,1,1,1,1
2021-04-24T07:47:35.794399572+00:00,1,0,1,1
2021-04-24T07:47:35.794427546+00:00,1,1,1,1
2021-04-24T07:47:35.794433292+00:00,1,0,1,1
2021-04-24T07:47:35.794469258+00:00,1,1,1,1
2021-04-24T07:47:35.794475256+00:00,1,0,1,1
2021-04-24T07:47:35.794511222+00:00,1,1,1,1
2021-04-24T07:47:35.794516968+00:00,1,0,1,1
2021-04-24T07:47:35.794520942+00:00,1,1,1,1
2021-04-24T07:47:35.794520946+00:00,1,0,1,1
2021-04-24T07:47:35.794520962+00:00,1,1,1,1
2021-04-24T07:47:35.794524960+00:00,1,0,1,1
2021-04-24T07:47:35.794536928+00:00,1,1,1,1
2021-04-24T07:47:35.794536930+00:00,1,0,1,1
2021-04-24T07:47:35.794536948+00:00,1,1,1,1
2021-04-24T07:47:35.794540946+00:00,1,0,1,1
2021-04-24T07:47:35.794544922+00:00,1,1,1,1
2021-04-24T07:47:35.794544924+00:00,1,0,1,1
2021-04-24T07:47:35.794544942+00:00,1,1,1,1
2021-04-24T07:47:35.794548940+00:00,1,0,1,1
2021-04-24T07:47:35.794552914+00:00,1,1,1,1
2021-04-24T07:47:35.794552916+00:00,1,0,1,1
2021-04-24T07:47:35.794552934+00:00,1,1,1,1
2021-04-24T07:47:35.794558930+00:00,1,0,1,1
2021-04-24T07:47:35.794586904+00:00,1,1,1,1
2021-04-24T07:47:35.814654396+00:00,1,1,0,1
2021-04-24T07:47:35.814654406+00:00,1,1,1,1
2021-04-24T07:47:35.814654420+00:00,1,1,0,1
2021-04-24T07:47:35.814658390+00:00,1,1,1,1
2021-04-24T07:47:35.814662388+00:00,1,1,0,1
2021-04-24T07:47:35.814662400+00:00,1,1,1,1
2021-04-24T07:47:35.814662412+00:00,1,1,0,1
2021-04-24T07:47:35.814670378+00:00,1,1,1,1
2021-04-24T07:47:35.814674374+00:00,1,1,0,1
2021-04-24T07:47:35.814674390+00:00,1,1,1,1
2021-04-24T07:47:35.814674398+00:00,1,1,0,1
2021-04-24T07:47:35.814686362+00:00,1,1,1,1
2021-04-24T07:47:35.814686376+00:00,1,1,0,1
2021-04-24T07:47:35.814686384+00:00,1,1,1,1
2021-04-24T07:47:35.814694354+00:00,1,1,0,1
2021-04-24T07:47:35.814694368+00:00,1,1,1,1
2021-04-24T07:47:35.814694378+00:00,1,1,0,1
2021-04-24T07:47:35.814730320+00:00,1,1,1,1
2021-04-24T07:47:35.814730332+00:00,1,1,0,1
2021-04-24T07:47:35.814730342+00:00,1,1,1,1
2021-04-24T07:47:35.814734314+00:00,1,1,0,1
2021-04-24T07:47:35.814734332+00:00,1,1,1,1
2021-04-24T07:47:35.814734336+00:00,1,1,0,1
2021-04-24T07:47:35.814770282+00:00,1,1,1,1
2021-04-24T07:47:35.814770292+00:00,1,1,0,1
2021-04-24T07:47:35.814770304+00:00,1,1,1,1
2021-04-24T07:47:35.814774276+00:00,1,1,0,1
2021-04-24T07:47:35.814774292+00:00,1,1,1,1
2021-04-24T07:47:35.814774298+00:00,1,1,0,1
2021-04-24T07:47:35.814786264+00:00,1,1,1,1
2021-04-24T07:47:35.814786278+00:00,1,1,0,1
2021-04-24T07:47:35.814786286+00:00,1,1,1,1
2021-04-24T07:47:35.814798252+00:00,1,1,0,1
2021-04-24T07:47:35.814798266+00:00,1,1,1,1
2021-04-24T07:47:35.814798276+00:00,1,1,0,1
2021-04-24T07:47:35.814802246+00:00,1,1,1,1
2021-04-24T07:47:35.814806244+00:00,1,1,0,1
2021-04-24T07:47:35.814806258+00:00,1,1,1,1
2021-04-24T07:47:35.814806268+00:00,1,1,0,1
2021-04-24T07:47:35.814810238+00:00,1,1,1,1
2021-04-24T07:47:35.814814236+00:00,1,1,0,1
2021-04-24T07:47:35.814814250+00:00,1,1,1,1
2021-04-24T07:47:35.814814260+00:00,1,1,0,1
2021-04-24T07:47:35.814818230+00:00,1,1,1,1
2021-04-24T07:47:35.814822228+00:00,1,1,0,1
2021-04-24T07:47:35.814822242+00:00,1,1,1,1
2021-04-24T07:47:35.814822252+00:00,1,1,0,1
2021-04-24T07:47:35.814850202+00:00,1,1,1,1
2021-04-24T07:47:35.814850212+00:00,1,1,0,1
2021-04-24T07:47:35.814850224+00:00,1,1,1,1
2021-04-24T07:47:35.814854196+00:00,1,1,0,1
2021-04-24T07:47:35.814854214+00:00,1,1,1,1
2021-04-24T07:47:35.814854218+00:00,1,1,0,1
2021-04-24T07:47:35.814858194+00:00,1,1,1,1
2021-04-24T07:47:35.814858208+00:00,1,1,0,1
2021-04-24T07:47:35.814858216+00:00,1,1,1,1
2021-04-24T07:47:35.814862190+00:00,1,1,0,1
2021-04-24T07:47:35.814862204+00:00,1,1,1,1
2021-04-24T07:47:35.814862212+00:00,1,1,0,1
2021-04-24T07:47:35.814866186+00:00,1,1,1,1
2021-04-24T07:47:35.814870182+00:00,1,1,0,1
2021-04-24T07:47:35.814870198+00:00,1,1,1,1
2021-04-24T07:47:35.814870206+00:00,1,1,0,1
2021-04-24T07:47:35.814878174+00:00,1,1,1,1
2021-04-24T07:47:35.814878190+00:00,1,1,0,1
2021-04-24T07:47:35.814878196+00:00,1,1,1,1
2021-04-24T07:47:35.814882170+00:00,1,1,0,1
2021-04-24T07:47:35.814882186+00:00,1,1,1,1
2021-04-24T07:47:35.814882194+00:00,1,1,0,1
2021-04-24T07:47:35.814890162+00:00,1,1,1,1
2021-04-24T07:47:35.814890178+00:00,1,1,0,1
2021-04-24T07:47:35.814890186+00:00,1,1,1,1
2021-04-24T07:47:35.814894158+00:00,1,1,0,1
2021-04-24T07:47:35.814894174+00:00,1,1,1,1
2021-04-24T07:47:35.814894182+00:00,1,1,0,1
2021-04-24T07:47:35.814898154+00:00,1,1,1,1
2021-04-24T07:47:35.814918136+00:00,1,1,0,1
2021-04-24T07:47:35.814918148+00:00,1,1,1,1
2021-04-24T07:47:35.814918160+00:00,1,1,0,1
2021-04-24T07:47:35.814930124+00:00,1,1,1,1
2021-04-24T07:47:35.814930140+00:00,1,1,0,1
2021-04-24T07:47:35.814930146+00:00,1,1,1,1
2021-04-24T07:47:35.814938030+00:00,1,0,1,1
2021-04-24T07:47:35.814942004+00:00,1,1,1,1
2021-04-24T07:47:35.814942008+00:00,1,0,1,1
2021-04-24T07:47:35.814942022+00:00,1,1,1,1
2021-04-24T07:47:35.814946022+00:00,1,0,1,1
2021-04-24T07:47:35.814973994+00:00,1,1,1,1
2021-04-24T07:47:35.814979742+00:00,1,0,1,1
2021-04-24T07:47:35.815015710+00:00,1,1,1,1
2021-04-24T07:47:35.815021706+00:00,1,0,1,1
2021-04-24T07:47:35.815057674+00:00,1,1,1,1
2021-04-24T07:47:35.815063420+00:00,1,0,1,1
2021-04-24T07:47:35.815067394+00:00,1,1,1,1
2021-04-24T07:47:35.815067398+00:00,1,0,1,1
2021-04-24T07:47:35.815067414+00:00,1,1,1,1
2021-04-24T07:47:35.815071414+00:00,1,0,1,1
2021-04-24T07:47:35.815083382+00:00,1,1,1,1
2021-04-24T07:47:35.815083386+00:00,1,0,1,1
2021-04-24T07:47:35.815083402+00:00,1,1,1,1
2021-04-24T07:47:35.815087402+00:00,1,0,1,1
2021-04-24T07:47:35.815091376+00:00,1,1,1,1
2021-04-24T07:47:35.815091380+00:00,1,0,1,1
2021-04-24T07:47:35.815091396+00:00,1,1,1,1
2021-04-24T07:47:35.815095394+00:00,1,0,1,1
2021-04-24T07:47:35.815099370+00:00,1,1,1,1
2021-04-24T07:47:35.815099372+00:00,1,0,1,1
2021-04-24T07:47:35.815099390+00:00,1,1,1,1
2021-04-24T07:47:35.815105386+00:00,1,0,1,1
2021-04-24T07:47:35.815133360+00:00,1,1,1,1
2021-04-24T07:47:35.825843500+00:00,1,1,0,1
2021-04-24T07:47:35.825843510+00:00,1,1,1,1
2021-04-24T07:47:35.825843524+00:00,1,1,0,1
2021-04-24T07:47:35.825847492+00:00,1,1,1,1
2021-04-24T07:47:35.825851490+00:00,1,1,0,1
2021-04-24T07:47:35.825851504+00:00,1,1,1,1
2021-04-24T07:47:35.825851514+00:00,1,1,0,1
2021-04-24T07:47:35.825859482+00:00,1,1,1,1
2021-04-24T07:47:35.825863478+00:00,1,1,0,1
2021-04-24T07:47:35.825863494+00:00,1,1,1,1
2021-04-24T07:47:35.825863502+00:00,1,1,0,1
2021-04-24T07:47:35.825875466+00:00,1,1,1,1
2021-04-24T07:47:35.825875482+00:00,1,1,0,1
2021-04-24T07:47:35.825875490+00:00,1,1,1,1
2021-04-24T07:47:35.825883460+00:00,1,1,0,1
2021-04-24T07:47:35.825883474+00:00,1,1,1,1
2021-04-24T07:47:35.825883482+00:00,1,1,0,1
2021-04-24T07:47:35.825919424+00:00,1,1,1,1
2021-04-24T07:47:35.825919436+00:00,1,1,0,1
2021-04-24T07:47:35.825919446+00:00,1,1,1,1
2021-04-24T07:47:35.825923418+00:00,1,1,0,1
2021-04-24T07:47:35.825923436+00:00,1,1,1,1
2021-04-24T07:47:35.825923442+00:00,1,1,0,1
2021-04-24T07:47:35.825959384+00:00,1,1,1,1
2021-04-24T07:47:35.825959396+00:00,1,1,0,1
2021-04-24T07:47:35.825959406+00:00,1,1,1,1
2021-04-24T07:47:35.825963378+00:00,1,1,0,1
2021-04-24T07:47:35.825963396+00:00,1,1,1,1
2021-04-24T07:47:35.825963402+00:00,1,1,0,1
2021-04-24T07:47:35.825971372+00:00,1,1,1,1
2021-04-24T07:47:35.825971386+00:00,1,1,0,1
2021-04-24T07:47:35.825971394+00:00,1,1,1,1
2021-04-24T07:47:35.825975368+00:00,1,1,0,1
2021-04-24T07:47:35.825975384+00:00,1,1,1,1
2021-04-24T07:47:35.825975390+00:00,1,1,0,1
2021-04-24T07:47:35.825979364+00:00,1,1,1,1
2021-04-24T07:47:35.825979380+00:00,1,1,0,1
2021-04-24T07:47:35.825979384+00:00,1,1,1,1
2021-04-24T07:47:35.825987356+00:00,1,1,0,1
2021-04-24T07:47:35.825987370+00:00,1,1,1,1
2021-04-24T07:47:35.825987380+00:00,1,1,0,1
2021-04-24T07:47:35.825991350+00:00,1,1,1,1
2021-04-24T07:47:35.825995348+00:00,1,1,0,1
2021-04-24T07:47:35.825995362+00:00,1,1,1,1
2021-04-24T07:47:35.825995370+00:00,1,1,0,1
2021-04-24T07:47:35.825999342+00:00,1,1,1,1
2021-04-24T07:47:35.826003338+00:00,1,1,0,1
2021-04-24T07:47:35.826003354+00:00,1,1,1,1
2021-04-24T07:47:35.826003362+00:00,1,1,0,1
2021-04-24T07:47:35.826007334+00:00,1,1,1,1
2021-04-24T07:47:35.826011330+00:00,1,1,0,1
2021-04-24T07:47:35.826011346+00:00,1,1,1,1
2021-04-24T07:47:35.826011354+00:00,1,1,0,1
2021-04-24T07:47:35.826039304+00:00,1,1,1,1
2021-04-24T07:47:35.826039314+00:00,1,1,0,1
2021-04-24T07:47:35.826039326+00:00,1,1,1,1
2021-04-24T07:47:35.826043298+00:00,1,1,0,1
2021-04-24T07:47:35.826043316+00:00,1,1,1,1
2021-04-24T07:47:35.826043320+00:00,1,1,0,1
2021-04-24T07:47:35.826051290+00:00,1,1,1,1
2021-04-24T07:47:35.826051304+00:00,1,1,0,1
2021-04-24T07:47:35.826051312+00:00,1,1,1,1
2021-04-24T07:47:35.826059282+00:00,1,1,0,1
2021-04-24T07:47:35.826059296+00:00,1,1,1,1
2021-04-24T07:47:35.826059306+00:00,1,1,0,1
2021-04-24T07:47:35.826067274+00:00,1,1,1,1
